Team,Round,Date,Year,Total Points
Melbourne,R8,15/5/2016,2016,12.1
Melbourne,R8,19/5/2012,2012,5.7
Melbourne,R8,19/5/2013,2013,11.6
Melbourne,R8,24/5/2015,2015,15.13
Melbourne,R8,26/7/2020,2020,7.7
Melbourne,R8,6/5/2023,2023,13.12
Melbourne,R8,8/5/2021,2021,10.7
Melbourne,R8,8/5/2022,2022,14.9
Melbourne,R9,13/5/2023,2023,15.13
Melbourne,R9,15/5/2022,2022,16.16
Melbourne,R9,16/5/2021,2021,13.16
Melbourne,R9,17/5/2014,2014,14.7
Melbourne,R9,17/5/2019,2019,9.15
Melbourne,R9,20/5/2018,2018,25.9
Melbourne,R9,21/5/2017,2017,13.12
Melbourne,R9,22/5/2016,2016,19.17
Melbourne,R9,26/5/2013,2013,6.4
Melbourne,R9,27/5/2012,2012,6.13
Melbourne,R9,30/5/2015,2015,8.6
Melbourne,R9,30/7/2020,2020,4.8
Melbourne,SF,14/9/2018,2018,16.8
Melbourne,SF,15/9/2023,2023,9.17
Melbourne,SF,9/9/2022,2022,11.13
North Melbourne,EF,10/9/2016,2016,12.7
North Melbourne,EF,13/9/2015,2015,15.15
North Melbourne,EF,6/9/2014,2014,14.9
North Melbourne,EF,9/9/2012,2012,9.12
North Melbourne,PF,19/9/2014,2014,9.11
North Melbourne,PF,26/9/2015,2015,7.13
North Melbourne,R1,18/3/2023,2023,12.15
North Melbourne,R1,20/3/2022,2022,8.1
North Melbourne,R1,21/3/2014,2014,9.6
North Melbourne,R1,21/3/2021,2021,9.11
North Melbourne,R1,22/3/2020,2020,8.8
North Melbourne,R1,24/3/2018,2018,5.9
North Melbourne,R1,24/3/2019,2019,9.5
North Melbourne,R1,26/3/2016,2016,16.11
North Melbourne,R1,26/3/2017,2017,13.15
North Melbourne,R1,31/3/2012,2012,15.12
North Melbourne,R1,31/3/2013,2013,13.9
North Melbourne,R1,5/4/2015,2015,9.9
North Melbourne,R10,2/6/2012,2012,9.5
North Melbourne,R10,2/6/2013,2013,19.19
North Melbourne,R10,20/5/2023,2023,14.6
North Melbourne,R10,21/5/2022,2022,8.5
North Melbourne,R10,23/5/2014,2014,13.13
North Melbourne,R10,23/5/2021,2021,10.9
North Melbourne,R10,25/5/2019,2019,18.7
North Melbourne,R10,27/5/2016,2016,9.11
North Melbourne,R10,27/5/2018,2018,12.14
North Melbourne,R10,28/5/2017,2017,17.11
North Melbourne,R10,5/8/2020,2020,9.3
North Melbourne,R10,7/6/2015,2015,13.7
North Melbourne,R11,1/6/2014,2014,12.1
North Melbourne,R11,13/6/2015,2015,10.15
North Melbourne,R11,28/5/2023,2023,10.1
North Melbourne,R11,29/5/2021,2021,10.8
North Melbourne,R11,29/5/2022,2022,7.8
North Melbourne,R11,3/6/2016,2016,18.16
North Melbourne,R11,3/6/2017,2017,9.12
North Melbourne,R11,3/6/2018,2018,21.15
North Melbourne,R11,31/5/2019,2019,15.9
North Melbourne,R11,8/6/2013,2013,8.3
North Melbourne,R11,9/8/2020,2020,5.5
North Melbourne,R12,11/6/2016,2016,12.2
North Melbourne,R12,15/8/2020,2020,8.4
North Melbourne,R12,16/6/2012,2012,11.21
North Melbourne,R12,20/6/2015,2015,18.9
North Melbourne,R12,4/6/2022,2022,7.5
North Melbourne,R12,4/6/2023,2023,15.9
North Melbourne,R12,8/6/2014,2014,17.14
North Melbourne,R12,8/6/2019,2019,14.15
North Melbourne,R12,9/6/2018,2018,8.11
North Melbourne,R13,11/6/2023,2023,11.9
North Melbourne,R13,12/6/2022,2022,7.11
North Melbourne,R13,13/6/2021,2021,14.1
North Melbourne,R13,14/6/2014,2014,10.13
North Melbourne,R13,16/6/2017,2017,10.12
North Melbourne,R13,16/6/2019,2019,10.8
North Melbourne,R13,17/6/2016,2016,11.18
North Melbourne,R13,23/6/2013,2013,4.5
North Melbourne,R13,24/6/2012,2012,17.19
North Melbourne,R13,24/8/2020,2020,5.5
North Melbourne,R14,1/7/2012,2012,21.1
North Melbourne,R14,18/6/2023,2023,13.6
North Melbourne,R14,19/6/2021,2021,6.9
North Melbourne,R14,22/6/2014,2014,15.17
North Melbourne,R14,23/6/2016,2016,10.7
North Melbourne,R14,23/6/2018,2018,12.5
North Melbourne,R14,24/6/2017,2017,16.1
North Melbourne,R14,30/6/2013,2013,19.16
North Melbourne,R14,30/8/2020,2020,4.4
North Melbourne,R14,4/7/2015,2015,10.1
North Melbourne,R15,1/7/2017,2017,14.15
North Melbourne,R15,1/7/2018,2018,16.12
North Melbourne,R15,11/7/2015,2015,18.12
North Melbourne,R15,26/6/2021,2021,9.18
North Melbourne,R15,26/6/2022,2022,8.1
North Melbourne,R15,28/6/2014,2014,9.12
North Melbourne,R15,29/6/2019,2019,11.15
North Melbourne,R15,6/7/2013,2013,19.14
North Melbourne,R15,7/7/2012,2012,13.6
North Melbourne,R16,1/7/2023,2023,11.6
North Melbourne,R16,10/7/2016,2016,11.6
North Melbourne,R16,13/7/2012,2012,24.5
North Melbourne,R16,13/7/2013,2013,17.3
North Melbourne,R16,17/7/2015,2015,14.9
North Melbourne,R16,2/7/2022,2022,5.2
North Melbourne,R16,4/7/2014,2014,16.12
North Melbourne,R16,4/7/2021,2021,11.13
North Melbourne,R16,5/9/2020,2020,6.6
North Melbourne,R16,7/7/2019,2019,17.1
North Melbourne,R16,8/7/2018,2018,14.11
North Melbourne,R16,9/7/2017,2017,12.1
North Melbourne,R17,12/7/2014,2014,13.14
North Melbourne,R17,12/7/2021,2021,10.1
North Melbourne,R17,12/9/2020,2020,5.5
North Melbourne,R17,13/7/2019,2019,12.9
North Melbourne,R17,15/7/2017,2017,8.9
North Melbourne,R17,15/7/2018,2018,15.8
North Melbourne,R17,16/7/2016,2016,10.17
North Melbourne,R17,19/7/2013,2013,16.12
North Melbourne,R17,22/7/2012,2012,15.13
North Melbourne,R17,25/7/2015,2015,16.14
North Melbourne,R17,9/7/2022,2022,12.9
North Melbourne,R17,9/7/2023,2023,9.9
North Melbourne,R18,1/8/2015,2015,18.1
North Melbourne,R18,16/7/2022,2022,14.8
North Melbourne,R18,16/7/2023,2023,6.4
North Melbourne,R18,17/9/2020,2020,4.1
North Melbourne,R18,18/7/2014,2014,13.8
North Melbourne,R18,18/7/2021,2021,11.8
North Melbourne,R18,20/7/2019,2019,12.3
North Melbourne,R18,21/7/2018,2018,9.1
North Melbourne,R18,22/7/2016,2016,18.16
North Melbourne,R18,22/7/2017,2017,16.9
North Melbourne,R18,27/7/2013,2013,22.18
North Melbourne,R18,28/7/2012,2012,19.13
North Melbourne,R19,2/8/2013,2013,15.6
North Melbourne,R19,2/8/2014,2014,10.19
North Melbourne,R19,23/7/2022,2022,11.9
North Melbourne,R19,23/7/2023,2023,9.7
North Melbourne,R19,24/7/2021,2021,18.8
North Melbourne,R19,27/7/2019,2019,10.12
North Melbourne,R19,29/7/2017,2017,11.1
North Melbourne,R19,29/7/2018,2018,12.9
North Melbourne,R19,30/7/2016,2016,12.13
North Melbourne,R19,4/8/2012,2012,18.7
North Melbourne,R19,9/8/2015,2015,19.13
North Melbourne,R2,12/4/2015,2015,20.13
North Melbourne,R2,14/6/2020,2020,12.8
North Melbourne,R2,2/4/2016,2016,17.15
North Melbourne,R2,2/4/2017,2017,17.9
North Melbourne,R2,25/3/2023,2023,11.7
North Melbourne,R2,27/3/2021,2021,5.9
North Melbourne,R2,27/3/2022,2022,10.14
North Melbourne,R2,30/3/2014,2014,12.11
North Melbourne,R2,30/3/2018,2018,13.17
North Melbourne,R2,31/3/2019,2019,13.9
North Melbourne,R2,7/4/2013,2013,17.6
North Melbourne,R2,8/4/2012,2012,28.15
North Melbourne,R20,11/8/2013,2013,10.1
North Melbourne,R20,12/8/2012,2012,15.1
North Melbourne,R20,15/8/2015,2015,18.12
North Melbourne,R20,2/8/2019,2019,12.14
North Melbourne,R20,30/7/2023,2023,10.7
North Melbourne,R20,31/7/2021,2021,6.6
North Melbourne,R20,31/7/2022,2022,9.12
North Melbourne,R20,4/8/2018,2018,16.11
North Melbourne,R20,5/8/2017,2017,7.15
North Melbourne,R20,6/8/2016,2016,7.5
North Melbourne,R20,9/8/2014,2014,19.12
North Melbourne,R21,10/8/2019,2019,1.8
North Melbourne,R21,12/8/2018,2018,12.13
North Melbourne,R21,13/8/2016,2016,8.9
North Melbourne,R21,13/8/2017,2017,14.5
North Melbourne,R21,17/8/2013,2013,17.13
North Melbourne,R21,17/8/2014,2014,17.9
North Melbourne,R21,18/8/2012,2012,13.13
North Melbourne,R21,23/8/2015,2015,14.1
North Melbourne,R21,6/8/2023,2023,10.11
North Melbourne,R21,7/8/2021,2021,8.8
North Melbourne,R21,7/8/2022,2022,13.1
North Melbourne,R22,12/8/2023,2023,12.5
North Melbourne,R22,13/8/2022,2022,10.14
North Melbourne,R22,14/8/2021,2021,12.5
North Melbourne,R22,17/8/2019,2019,22.12
North Melbourne,R22,19/8/2018,2018,11.11
North Melbourne,R22,20/8/2016,2016,10.16
North Melbourne,R22,20/8/2017,2017,12.6
North Melbourne,R22,23/8/2014,2014,14.17
North Melbourne,R22,24/8/2013,2013,15.13
North Melbourne,R22,26/8/2012,2012,12.7
North Melbourne,R22,29/8/2015,2015,10.13
North Melbourne,R23,1/9/2012,2012,16.9
North Melbourne,R23,1/9/2013,2013,19.11
North Melbourne,R23,19/8/2023,2023,10.12
North Melbourne,R23,20/8/2022,2022,6.11
North Melbourne,R23,22/8/2021,2021,8.6
North Melbourne,R23,24/8/2019,2019,13.1
North Melbourne,R23,26/8/2017,2017,19.16
North Melbourne,R23,26/8/2018,2018,17.15
North Melbourne,R23,27/8/2016,2016,9.9
North Melbourne,R23,30/8/2014,2014,19.9
North Melbourne,R23,4/9/2015,2015,10.7
North Melbourne,R24,26/8/2023,2023,20.12
North Melbourne,R3,1/4/2023,2023,9.7
North Melbourne,R3,10/4/2016,2016,21.1
North Melbourne,R3,13/4/2013,2013,13.14
North Melbourne,R3,15/4/2012,2012,20.11
North Melbourne,R3,18/4/2015,2015,16.9
North Melbourne,R3,2/4/2021,2021,5.9
North Melbourne,R3,2/4/2022,2022,7.6
North Melbourne,R3,20/6/2020,2020,8.12
North Melbourne,R3,6/4/2014,2014,14.13
North Melbourne,R3,7/4/2018,2018,13.8
North Melbourne,R3,7/4/2019,2019,10.11
North Melbourne,R3,8/4/2017,2017,10.7
North Melbourne,R4,11/4/2021,2021,10.8
North Melbourne,R4,13/4/2014,2014,13.13
North Melbourne,R4,13/4/2019,2019,9.17
North Melbourne,R4,14/4/2017,2017,12.14
North Melbourne,R4,14/4/2018,2018,18.8
North Melbourne,R4,17/4/2016,2016,20.12
North Melbourne,R4,21/4/2013,2013,18.17
North Melbourne,R4,22/4/2012,2012,10.17
North Melbourne,R4,26/4/2015,2015,12.11
North Melbourne,R4,28/6/2020,2020,8.6
North Melbourne,R4,7/4/2023,2023,11.18
North Melbourne,R4,9/4/2022,2022,12.3
North Melbourne,R5,15/4/2022,2022,11.5
North Melbourne,R5,15/4/2023,2023,12.5
North Melbourne,R5,18/4/2021,2021,7.5
North Melbourne,R5,19/4/2014,2014,8.1
North Melbourne,R5,19/4/2019,2019,7.16
North Melbourne,R5,2/5/2015,2015,10.1
North Melbourne,R5,22/4/2017,2017,9.8
North Melbourne,R5,22/4/2018,2018,14.14
North Melbourne,R5,23/4/2016,2016,18.11
North Melbourne,R5,28/4/2012,2012,17.25
North Melbourne,R5,28/4/2013,2013,13.18
North Melbourne,R5,4/7/2020,2020,5.8
North Melbourne,R6,11/7/2020,2020,7.11
North Melbourne,R6,23/4/2023,2023,7.12
North Melbourne,R6,24/4/2021,2021,6.12
North Melbourne,R6,24/4/2022,2022,9.7
North Melbourne,R6,25/4/2014,2014,10.14
North Melbourne,R6,26/4/2019,2019,11.6
North Melbourne,R6,28/4/2018,2018,10.9
North Melbourne,R6,29/4/2016,2016,9.7
North Melbourne,R6,29/4/2017,2017,16.11
North Melbourne,R6,4/5/2013,2013,14.9
North Melbourne,R6,6/5/2012,2012,15.5
North Melbourne,R6,9/5/2015,2015,16.13
North Melbourne,R7,11/5/2013,2013,22.19
North Melbourne,R7,13/5/2012,2012,12.11
North Melbourne,R7,15/5/2015,2015,13.15
North Melbourne,R7,18/7/2020,2020,2.11
North Melbourne,R7,2/5/2021,2021,11.7
North Melbourne,R7,29/4/2023,2023,7.7
North Melbourne,R7,30/4/2022,2022,10.4
North Melbourne,R7,4/5/2014,2014,11.11
North Melbourne,R7,5/5/2018,2018,9.14
North Melbourne,R7,5/5/2019,2019,18.12
North Melbourne,R7,6/5/2017,2017,22.13
North Melbourne,R7,8/5/2016,2016,11.16
North Melbourne,R8,12/5/2019,2019,11.14
North Melbourne,R8,13/5/2018,2018,11.6
North Melbourne,R8,14/5/2016,2016,10.14
North Melbourne,R8,14/5/2017,2017,11.12
North Melbourne,R8,17/5/2013,2013,13.1
North Melbourne,R8,19/5/2012,2012,14.9
North Melbourne,R8,23/5/2015,2015,5.12
North Melbourne,R8,25/7/2020,2020,9.3
North Melbourne,R8,6/5/2022,2022,3.6
North Melbourne,R8,7/5/2023,2023,4.1
North Melbourne,R8,8/5/2021,2021,11.1
North Melbourne,R9,1/8/2020,2020,19.5
North Melbourne,R9,13/5/2023,2023,10.5
North Melbourne,R9,14/5/2022,2022,6.1
North Melbourne,R9,15/5/2021,2021,13.9
North Melbourne,R9,17/5/2014,2014,17.23
North Melbourne,R9,18/5/2019,2019,10.12
North Melbourne,R9,19/5/2018,2018,17.1
North Melbourne,R9,21/5/2016,2016,17.11
North Melbourne,R9,21/5/2017,2017,15.14
North Melbourne,R9,26/5/2013,2013,19.1
North Melbourne,R9,27/5/2012,2012,17.1
North Melbourne,R9,31/5/2015,2015,14.11
North Melbourne,SF,12/9/2014,2014,14.14
North Melbourne,SF,19/9/2015,2015,11.11
Port Adelaide,EF,7/9/2013,2013,12.15
Port Adelaide,EF,7/9/2014,2014,20.12
Port Adelaide,EF,9/9/2017,2017,8.12
Port Adelaide,PF,11/9/2021,2021,6.9
Port Adelaide,PF,16/10/2020,2020,6.4
Port Adelaide,PF,20/9/2014,2014,13.16
Port Adelaide,QF,1/10/2020,2020,9.4
Port Adelaide,QF,27/8/2021,2021,12.14
Port Adelaide,QF,9/9/2023,2023,11.9
Port Adelaide,R1,1/4/2012,2012,13.11
Port Adelaide,R1,16/3/2014,2014,18.12
Port Adelaide,R1,18/3/2023,2023,18.18
Port Adelaide,R1,19/3/2022,2022,10.9
Port Adelaide,R1,21/3/2020,2020,10.16
Port Adelaide,R1,21/3/2021,2021,17.15
Port Adelaide,R1,23/3/2019,2019,12.15
Port Adelaide,R1,24/3/2018,2018,16.14
Port Adelaide,R1,25/3/2017,2017,17.8
Port Adelaide,R1,27/3/2016,2016,20.13
Port Adelaide,R1,31/3/2013,2013,19.19
Port Adelaide,R1,5/4/2015,2015,10.8
Port Adelaide,R10,1/6/2013,2013,8.1
Port Adelaide,R10,19/5/2023,2023,11.14
Port Adelaide,R10,2/6/2012,2012,14.15
Port Adelaide,R10,21/5/2022,2022,7.5
Port Adelaide,R10,23/5/2021,2021,8.11
Port Adelaide,R10,24/5/2014,2014,15.1
Port Adelaide,R10,25/5/2017,2017,11.13
Port Adelaide,R10,25/5/2019,2019,6.13
Port Adelaide,R10,28/5/2016,2016,18.13
Port Adelaide,R10,3/8/2020,2020,8.7
Port Adelaide,R10,6/6/2015,2015,16.4
Port Adelaide,R11,1/6/2017,2017,13.2
Port Adelaide,R11,10/6/2012,2012,9.8
Port Adelaide,R11,12/6/2015,2015,11.3
Port Adelaide,R11,2/6/2018,2018,9.7
Port Adelaide,R11,2/6/2019,2019,22.7
Port Adelaide,R11,28/5/2023,2023,10.17
Port Adelaide,R11,29/5/2022,2022,9.12
Port Adelaide,R11,30/5/2021,2021,18.7
Port Adelaide,R11,31/5/2014,2014,14.11
Port Adelaide,R11,5/6/2016,2016,19.11
Port Adelaide,R11,8/8/2020,2020,13.15
Port Adelaide,R12,10/6/2017,2017,8.13
Port Adelaide,R12,11/6/2016,2016,14.13
Port Adelaide,R12,14/8/2020,2020,4.7
Port Adelaide,R12,16/6/2013,2013,19.11
Port Adelaide,R12,17/6/2012,2012,8.9
Port Adelaide,R12,20/6/2015,2015,16.1
Port Adelaide,R12,3/6/2023,2023,23.13
Port Adelaide,R12,7/6/2014,2014,19.15
Port Adelaide,R12,8/6/2018,2018,10.12
Port Adelaide,R13,10/6/2021,2021,14.7
Port Adelaide,R13,14/6/2014,2014,13.16
Port Adelaide,R13,14/6/2018,2018,20.12
Port Adelaide,R13,15/6/2019,2019,12.7
Port Adelaide,R13,17/6/2017,2017,18.13
Port Adelaide,R13,18/6/2016,2016,9.15
Port Adelaide,R13,22/6/2013,2013,10.12
Port Adelaide,R13,22/8/2020,2020,9.14
Port Adelaide,R13,9/6/2022,2022,10.5
Port Adelaide,R13,9/6/2023,2023,16.11
Port Adelaide,R14,1/7/2012,2012,8.13
Port Adelaide,R14,15/6/2023,2023,16.14
Port Adelaide,R14,18/6/2022,2022,12.1
Port Adelaide,R14,19/6/2021,2021,12.9
Port Adelaide,R14,2/7/2015,2015,12.12
Port Adelaide,R14,21/6/2014,2014,19.14
Port Adelaide,R14,22/6/2018,2018,11.9
Port Adelaide,R14,22/6/2019,2019,9.13
Port Adelaide,R14,24/6/2017,2017,13.15
Port Adelaide,R14,29/6/2013,2013,13.8
Port Adelaide,R14,29/8/2020,2020,11.7
Port Adelaide,R15,1/7/2016,2016,14.1
Port Adelaide,R15,1/7/2017,2017,8.15
Port Adelaide,R15,26/6/2021,2021,12.9
Port Adelaide,R15,26/6/2022,2022,13.15
Port Adelaide,R15,29/6/2014,2014,10.16
Port Adelaide,R15,29/6/2019,2019,5.11
Port Adelaide,R15,30/6/2018,2018,13.12
Port Adelaide,R15,7/7/2012,2012,8.1
Port Adelaide,R15,7/7/2013,2013,12.16
Port Adelaide,R15,9/7/2015,2015,9.12
Port Adelaide,R16,1/7/2023,2023,11.12
Port Adelaide,R16,13/7/2013,2013,12.7
Port Adelaide,R16,14/7/2012,2012,11.11
Port Adelaide,R16,19/7/2015,2015,17.11
Port Adelaide,R16,3/7/2021,2021,13.9
Port Adelaide,R16,3/7/2022,2022,14.7
Port Adelaide,R16,5/7/2014,2014,7.18
Port Adelaide,R16,5/9/2020,2020,11.12
Port Adelaide,R16,6/7/2019,2019,15.11
Port Adelaide,R16,7/7/2016,2016,12.7
Port Adelaide,R16,7/7/2018,2018,12.14
Port Adelaide,R16,9/7/2017,2017,18.12
Port Adelaide,R17,12/9/2020,2020,11.13
Port Adelaide,R17,13/7/2014,2014,16.1
Port Adelaide,R17,14/7/2019,2019,6.13
Port Adelaide,R17,15/7/2017,2017,19.13
Port Adelaide,R17,15/7/2018,2018,7.8
Port Adelaide,R17,16/7/2016,2016,16.9
Port Adelaide,R17,20/7/2013,2013,14.13
Port Adelaide,R17,21/7/2012,2012,12.12
Port Adelaide,R17,25/7/2015,2015,20.9
Port Adelaide,R17,8/7/2021,2021,8.7
Port Adelaide,R17,8/7/2023,2023,16.1
Port Adelaide,R17,9/7/2022,2022,12.12
Port Adelaide,R18,15/7/2023,2023,10.12
Port Adelaide,R18,17/7/2021,2021,10.14
Port Adelaide,R18,17/7/2022,2022,10.9
Port Adelaide,R18,2/8/2015,2015,17.1
Port Adelaide,R18,20/7/2014,2014,10.12
Port Adelaide,R18,20/7/2019,2019,9.9
Port Adelaide,R18,21/9/2020,2020,9.7
Port Adelaide,R18,22/7/2017,2017,9.11
Port Adelaide,R18,22/7/2018,2018,8.1
Port Adelaide,R18,24/7/2016,2016,9.6
Port Adelaide,R18,28/7/2013,2013,9.17
Port Adelaide,R18,29/7/2012,2012,6.12
Port Adelaide,R19,22/7/2023,2023,12.11
Port Adelaide,R19,23/7/2021,2021,14.13
Port Adelaide,R19,23/7/2022,2022,14.1
Port Adelaide,R19,27/7/2019,2019,7.13
Port Adelaide,R19,29/7/2017,2017,9.9
Port Adelaide,R19,29/7/2018,2018,11.12
Port Adelaide,R19,3/8/2014,2014,10.1
Port Adelaide,R19,30/7/2016,2016,25.23
Port Adelaide,R19,4/8/2012,2012,10.13
Port Adelaide,R19,4/8/2013,2013,17.5
Port Adelaide,R19,8/8/2015,2015,9.1
Port Adelaide,R2,1/4/2018,2018,14.1
Port Adelaide,R2,11/4/2015,2015,6.8
Port Adelaide,R2,13/6/2020,2020,17.8
Port Adelaide,R2,2/4/2016,2016,11.2
Port Adelaide,R2,2/4/2017,2017,22.13
Port Adelaide,R2,25/3/2023,2023,9.1
Port Adelaide,R2,26/3/2022,2022,7.14
Port Adelaide,R2,27/3/2021,2021,18.11
Port Adelaide,R2,29/3/2014,2014,19.13
Port Adelaide,R2,30/3/2019,2019,13.1
Port Adelaide,R2,6/4/2013,2013,19.2
Port Adelaide,R2,7/4/2012,2012,13.8
Port Adelaide,R20,1/8/2021,2021,15.1
Port Adelaide,R20,10/8/2013,2013,16.8
Port Adelaide,R20,12/8/2012,2012,13.9
Port Adelaide,R20,15/8/2015,2015,16.15
Port Adelaide,R20,29/7/2023,2023,9.11
Port Adelaide,R20,3/8/2019,2019,19.12
Port Adelaide,R20,30/7/2022,2022,12.1
Port Adelaide,R20,4/8/2018,2018,14.9
Port Adelaide,R20,6/8/2016,2016,4.9
Port Adelaide,R20,6/8/2017,2017,7.4
Port Adelaide,R20,9/8/2014,2014,7.16
Port Adelaide,R21,10/8/2019,2019,15.13
Port Adelaide,R21,11/8/2018,2018,9.4
Port Adelaide,R21,13/8/2016,2016,8.6
Port Adelaide,R21,13/8/2017,2017,14.14
Port Adelaide,R21,16/8/2014,2014,7.14
Port Adelaide,R21,17/8/2013,2013,16.17
Port Adelaide,R21,19/8/2012,2012,6.14
Port Adelaide,R21,21/8/2015,2015,16.12
Port Adelaide,R21,5/8/2023,2023,12.13
Port Adelaide,R21,6/8/2022,2022,10.11
Port Adelaide,R21,7/8/2021,2021,7.13
Port Adelaide,R22,13/8/2023,2023,21.1
Port Adelaide,R22,14/8/2021,2021,21.14
Port Adelaide,R22,14/8/2022,2022,23.8
Port Adelaide,R22,17/8/2019,2019,8.1
Port Adelaide,R22,18/8/2018,2018,10.4
Port Adelaide,R22,19/8/2017,2017,14.12
Port Adelaide,R22,20/8/2016,2016,14.1
Port Adelaide,R22,22/8/2014,2014,20.2
Port Adelaide,R22,24/8/2013,2013,9.6
Port Adelaide,R22,25/8/2012,2012,14.9
Port Adelaide,R22,29/8/2015,2015,12.16
Port Adelaide,R23,2/9/2012,2012,16.1
Port Adelaide,R23,20/8/2021,2021,9.12
Port Adelaide,R23,20/8/2022,2022,16.15
Port Adelaide,R23,20/8/2023,2023,11.8
Port Adelaide,R23,24/8/2018,2018,13.11
Port Adelaide,R23,25/8/2019,2019,15.2
Port Adelaide,R23,26/8/2017,2017,20.15
Port Adelaide,R23,27/8/2016,2016,13.11
Port Adelaide,R23,30/8/2014,2014,14.13
Port Adelaide,R23,31/8/2013,2013,15.13
Port Adelaide,R23,5/9/2015,2015,18.14
Port Adelaide,R24,27/8/2023,2023,13.16
Port Adelaide,R3,1/4/2022,2022,13.14
Port Adelaide,R3,1/4/2023,2023,13.8
Port Adelaide,R3,14/4/2012,2012,12.11
Port Adelaide,R3,14/4/2013,2013,17.16
Port Adelaide,R3,18/4/2015,2015,17.11
Port Adelaide,R3,21/6/2020,2020,10.1
Port Adelaide,R3,3/4/2021,2021,11.5
Port Adelaide,R3,6/4/2014,2014,13.12
Port Adelaide,R3,6/4/2019,2019,13.12
Port Adelaide,R3,7/4/2018,2018,14.13
Port Adelaide,R3,8/4/2016,2016,17.1
Port Adelaide,R3,8/4/2017,2017,12.11
Port Adelaide,R4,12/4/2014,2014,24.15
Port Adelaide,R4,13/4/2019,2019,14.8
Port Adelaide,R4,15/4/2017,2017,11.15
Port Adelaide,R4,15/4/2018,2018,12.12
Port Adelaide,R4,17/4/2016,2016,9.11
Port Adelaide,R4,20/4/2013,2013,16.8
Port Adelaide,R4,21/4/2012,2012,10.13
Port Adelaide,R4,25/4/2015,2015,15.9
Port Adelaide,R4,27/6/2020,2020,13.11
Port Adelaide,R4,7/4/2022,2022,4.12
Port Adelaide,R4,8/4/2023,2023,9.12
Port Adelaide,R4,9/4/2021,2021,11.13
Port Adelaide,R5,15/4/2023,2023,10.1
Port Adelaide,R5,17/4/2021,2021,15.6
Port Adelaide,R5,17/4/2022,2022,13.13
Port Adelaide,R5,19/4/2014,2014,10.1
Port Adelaide,R5,19/4/2019,2019,13.17
Port Adelaide,R5,21/4/2017,2017,20.17
Port Adelaide,R5,21/4/2018,2018,7.8
Port Adelaide,R5,23/4/2016,2016,8.11
Port Adelaide,R5,27/4/2013,2013,12.12
Port Adelaide,R5,29/4/2012,2012,14.7
Port Adelaide,R5,3/5/2015,2015,18.7
Port Adelaide,R5,4/7/2020,2020,6.12
Port Adelaide,R6,10/5/2015,2015,10.8
Port Adelaide,R6,12/7/2020,2020,9.9
Port Adelaide,R6,22/4/2023,2023,16.13
Port Adelaide,R6,23/4/2022,2022,18.9
Port Adelaide,R6,25/4/2021,2021,14.9
Port Adelaide,R6,26/4/2019,2019,12.16
Port Adelaide,R6,27/4/2014,2014,16.11
Port Adelaide,R6,28/4/2018,2018,15.12
Port Adelaide,R6,29/4/2017,2017,22.18
Port Adelaide,R6,30/4/2016,2016,13.16
Port Adelaide,R6,4/5/2013,2013,12.11
Port Adelaide,R6,6/5/2012,2012,8.6
Port Adelaide,R7,1/5/2021,2021,5.14
Port Adelaide,R7,11/5/2013,2013,10.13
Port Adelaide,R7,13/5/2012,2012,7.5
Port Adelaide,R7,17/5/2015,2015,8.17
Port Adelaide,R7,19/7/2020,2020,9.1
Port Adelaide,R7,28/4/2023,2023,12.11
Port Adelaide,R7,3/5/2014,2014,20.12
Port Adelaide,R7,3/5/2019,2019,10.9
Port Adelaide,R7,30/4/2022,2022,5.13
Port Adelaide,R7,5/5/2018,2018,9.6
Port Adelaide,R7,6/5/2017,2017,12.15
Port Adelaide,R7,8/5/2016,2016,21.1
Port Adelaide,R8,10/5/2014,2014,13.16
Port Adelaide,R8,11/5/2019,2019,9.14
Port Adelaide,R8,12/5/2018,2018,14.11
Port Adelaide,R8,14/5/2017,2017,16.14
Port Adelaide,R8,15/5/2016,2016,13.13
Port Adelaide,R8,19/5/2012,2012,14.11
Port Adelaide,R8,19/5/2013,2013,14.7
Port Adelaide,R8,24/5/2015,2015,5.13
Port Adelaide,R8,25/7/2020,2020,6.8
Port Adelaide,R8,6/5/2022,2022,12.14
Port Adelaide,R8,7/5/2023,2023,12.2
Port Adelaide,R8,8/5/2021,2021,12.15
Port Adelaide,R9,13/5/2023,2023,20.15
Port Adelaide,R9,14/5/2022,2022,17.13
Port Adelaide,R9,15/5/2021,2021,12.5
Port Adelaide,R9,19/5/2018,2018,11.16
Port Adelaide,R9,19/5/2019,2019,13.11
Port Adelaide,R9,21/5/2016,2016,13.8
Port Adelaide,R9,25/5/2013,2013,9.14
Port Adelaide,R9,26/5/2012,2012,17.16
Port Adelaide,R9,30/5/2015,2015,18.7
Port Adelaide,R9,30/7/2020,2020,12.11
Port Adelaide,SF,13/9/2013,2013,12.8
Port Adelaide,SF,13/9/2014,2014,15.15
Port Adelaide,SF,16/9/2023,2023,9.16
Richmond,EF,1/9/2022,2022,16.8
Richmond,EF,13/9/2015,2015,14.4
Richmond,EF,7/9/2014,2014,11.9
Richmond,EF,8/9/2013,2013,14.12
Richmond,GF,24/10/2020,2020,12.9
Richmond,GF,28/9/2019,2019,17.12
Richmond,GF,30/9/2017,2017,16.12
Richmond,PF,16/10/2020,2020,6.1
Richmond,PF,20/9/2019,2019,12.13
Richmond,PF,21/9/2018,2018,8.1
