Team,Round,Date,Year,Total Points
Geelong,R3,13/4/2013,2013,18.11
Geelong,R3,15/4/2012,2012,16.18
Geelong,R3,19/4/2015,2015,16.9
Geelong,R3,2/4/2022,2022,16.8
Geelong,R3,2/4/2023,2023,7.12
Geelong,R3,20/6/2020,2020,11.11
Geelong,R3,4/4/2019,2019,14.15
Geelong,R3,5/4/2014,2014,12.15
Geelong,R3,5/4/2021,2021,10.9
Geelong,R3,8/4/2017,2017,20.6
Geelong,R3,8/4/2018,2018,11.14
Geelong,R4,10/4/2023,2023,19.13
Geelong,R4,11/4/2021,2021,9.6
Geelong,R4,12/4/2014,2014,16.11
Geelong,R4,13/4/2019,2019,11.9
Geelong,R4,15/4/2018,2018,15.13
Geelong,R4,16/4/2016,2016,9.18
Geelong,R4,17/4/2017,2017,20.14
Geelong,R4,19/4/2013,2013,19.1
Geelong,R4,22/4/2012,2012,11.9
Geelong,R4,26/4/2015,2015,9.13
Geelong,R4,28/6/2020,2020,7.5
Geelong,R4,8/4/2022,2022,11.14
Geelong,R5,16/4/2023,2023,21.1
Geelong,R5,18/4/2021,2021,10.17
Geelong,R5,18/4/2022,2022,11.14
Geelong,R5,2/5/2015,2015,12.13
Geelong,R5,21/4/2014,2014,15.16
Geelong,R5,21/4/2018,2018,12.12
Geelong,R5,22/4/2019,2019,17.11
Geelong,R5,23/4/2016,2016,16.11
Geelong,R5,23/4/2017,2017,19.12
Geelong,R5,27/4/2013,2013,15.17
Geelong,R5,28/4/2012,2012,12.7
Geelong,R5,4/7/2020,2020,13.11
Geelong,R6,22/4/2023,2023,20.1
Geelong,R6,24/4/2021,2021,21.1
Geelong,R6,24/4/2022,2022,17.19
Geelong,R6,27/4/2014,2014,9.13
Geelong,R6,28/4/2018,2018,10.9
Geelong,R6,28/4/2019,2019,15.14
Geelong,R6,30/4/2016,2016,25.18
Geelong,R6,30/4/2017,2017,11.12
Geelong,R6,4/5/2013,2013,20.11
Geelong,R6,5/5/2012,2012,17.17
Geelong,R6,8/5/2015,2015,15.1
Geelong,R6,9/7/2020,2020,11.7
Geelong,R7,1/5/2021,2021,12.16
Geelong,R7,10/5/2013,2013,17.11
Geelong,R7,12/5/2012,2012,10.12
Geelong,R7,16/5/2015,2015,11.11
Geelong,R7,16/7/2020,2020,5.5
Geelong,R7,30/4/2022,2022,10.6
Geelong,R7,30/4/2023,2023,20.12
Geelong,R7,4/5/2014,2014,11.15
Geelong,R7,4/5/2018,2018,14.9
Geelong,R7,5/5/2019,2019,13.8
Geelong,R7,6/5/2017,2017,15.9
Geelong,R7,7/5/2016,2016,18.15
Geelong,R8,12/5/2019,2019,16.8
Geelong,R8,13/5/2016,2016,13.2
Geelong,R8,13/5/2017,2017,13.15
Geelong,R8,13/5/2018,2018,9.12
Geelong,R8,18/5/2012,2012,11.18
Geelong,R8,18/5/2013,2013,14.12
Geelong,R8,22/5/2015,2015,22.8
Geelong,R8,27/7/2020,2020,6.12
Geelong,R8,6/5/2023,2023,14.14
Geelong,R8,7/5/2021,2021,19.12
Geelong,R8,7/5/2022,2022,12.16
Geelong,R9,1/8/2020,2020,10.4
Geelong,R9,12/5/2023,2023,11.12
Geelong,R9,14/5/2021,2021,10.8
Geelong,R9,14/5/2022,2022,11.14
Geelong,R9,17/5/2014,2014,9.1
Geelong,R9,18/5/2019,2019,21.7
Geelong,R9,19/5/2017,2017,16.8
Geelong,R9,19/5/2018,2018,7.8
Geelong,R9,21/5/2016,2016,11.14
Geelong,R9,25/5/2012,2012,14.11
Geelong,R9,25/5/2013,2013,18.8
Geelong,R9,31/5/2015,2015,10.4
Geelong,SF,10/10/2020,2020,15.1
Geelong,SF,12/9/2014,2014,13.14
Geelong,SF,13/9/2013,2013,13.18
Geelong,SF,13/9/2019,2019,13.1
Geelong,SF,15/9/2017,2017,15.8
Geelong,SF,3/9/2021,2021,15.13
Gold Coast,R1,15/3/2014,2014,12.15
Gold Coast,R1,18/3/2023,2023,9.7
Gold Coast,R1,20/3/2022,2022,16.11
Gold Coast,R1,21/3/2020,2020,4.5
Gold Coast,R1,21/3/2021,2021,8.1
Gold Coast,R1,24/3/2018,2018,7.13
Gold Coast,R1,24/3/2019,2019,13.6
Gold Coast,R1,25/3/2017,2017,14.12
Gold Coast,R1,26/3/2016,2016,17.19
Gold Coast,R1,30/3/2013,2013,13.12
Gold Coast,R1,31/3/2012,2012,10.8
Gold Coast,R1,4/4/2015,2015,13.11
Gold Coast,R10,1/6/2013,2013,10.11
Gold Coast,R10,20/5/2023,2023,9.1
Gold Coast,R10,21/5/2022,2022,13.9
Gold Coast,R10,22/5/2021,2021,8.9
Gold Coast,R10,25/5/2014,2014,18.11
Gold Coast,R10,25/5/2019,2019,9.1
Gold Coast,R10,27/5/2017,2017,13.9
Gold Coast,R10,29/5/2016,2016,7.13
Gold Coast,R10,3/6/2012,2012,7.1
Gold Coast,R10,6/6/2015,2015,5.11
Gold Coast,R10,6/8/2020,2020,11.8
Gold Coast,R11,1/6/2014,2014,11.11
Gold Coast,R11,1/6/2019,2019,6.7
Gold Coast,R11,12/8/2020,2020,11.7
Gold Coast,R11,13/6/2015,2015,7.4
Gold Coast,R11,2/6/2018,2018,4.12
Gold Coast,R11,27/5/2023,2023,13.6
Gold Coast,R11,28/5/2022,2022,18.13
Gold Coast,R11,29/5/2021,2021,17.11
Gold Coast,R11,3/6/2017,2017,11.14
Gold Coast,R11,4/6/2016,2016,6.5
Gold Coast,R11,8/6/2013,2013,9.12
Gold Coast,R11,9/6/2012,2012,7.7
Gold Coast,R12,10/6/2017,2017,13.17
Gold Coast,R12,12/6/2016,2016,15.7
Gold Coast,R12,15/6/2013,2013,11.6
Gold Coast,R12,16/6/2012,2012,12.8
Gold Coast,R12,17/8/2020,2020,4.8
Gold Coast,R12,3/6/2023,2023,16.16
Gold Coast,R12,4/6/2022,2022,15.19
Gold Coast,R12,8/6/2014,2014,10.14
Gold Coast,R12,8/6/2019,2019,11.6
Gold Coast,R12,9/6/2018,2018,4.2
Gold Coast,R13,12/6/2021,2021,6.13
Gold Coast,R13,14/6/2014,2014,15.1
Gold Coast,R13,15/6/2019,2019,11.1
Gold Coast,R13,16/6/2018,2018,11.12
Gold Coast,R13,17/6/2017,2017,11.7
Gold Coast,R13,21/8/2020,2020,4.3
Gold Coast,R13,28/6/2015,2015,9.15
Gold Coast,R14,18/6/2023,2023,8.13
Gold Coast,R14,19/6/2021,2021,4.7
Gold Coast,R14,19/6/2022,2022,18.8
Gold Coast,R14,21/6/2014,2014,17.16
Gold Coast,R14,23/6/2018,2018,5.13
Gold Coast,R14,25/6/2017,2017,10.12
Gold Coast,R14,26/6/2016,2016,8.12
Gold Coast,R14,29/6/2013,2013,11.17
Gold Coast,R14,30/6/2012,2012,5.1
Gold Coast,R14,30/8/2020,2020,12.19
Gold Coast,R14,4/7/2015,2015,19.11
Gold Coast,R15,1/7/2017,2017,18.1
Gold Coast,R15,11/7/2015,2015,11.7
Gold Coast,R15,2/7/2016,2016,15.18
Gold Coast,R15,25/6/2023,2023,14.17
Gold Coast,R15,26/6/2021,2021,9.9
Gold Coast,R15,26/6/2022,2022,13.13
Gold Coast,R15,28/6/2014,2014,10.3
Gold Coast,R15,29/6/2019,2019,7.9
Gold Coast,R15,30/6/2018,2018,8.12
Gold Coast,R15,6/7/2013,2013,12.11
Gold Coast,R15,8/7/2012,2012,13.18
Gold Coast,R16,1/7/2021,2021,10.17
Gold Coast,R16,1/7/2023,2023,5.12
Gold Coast,R16,13/7/2013,2013,6.8
Gold Coast,R16,14/7/2012,2012,13.12
Gold Coast,R16,18/7/2015,2015,12.7
Gold Coast,R16,2/7/2022,2022,8.14
Gold Coast,R16,5/7/2014,2014,11.14
Gold Coast,R16,6/7/2019,2019,9.4
Gold Coast,R16,8/7/2017,2017,7.9
Gold Coast,R16,8/7/2018,2018,8.1
Gold Coast,R16,9/7/2016,2016,22.7
Gold Coast,R16,9/9/2020,2020,6.7
Gold Coast,R17,11/7/2021,2021,10.5
Gold Coast,R17,12/7/2014,2014,9.12
Gold Coast,R17,13/7/2019,2019,8.8
Gold Coast,R17,14/7/2018,2018,6.15
Gold Coast,R17,14/9/2020,2020,6.1
Gold Coast,R17,15/7/2017,2017,13.1
Gold Coast,R17,16/7/2016,2016,8.11
Gold Coast,R17,20/7/2013,2013,13.7
Gold Coast,R17,21/7/2012,2012,5.18
Gold Coast,R17,25/7/2015,2015,12.8
Gold Coast,R17,8/7/2023,2023,11.7
Gold Coast,R17,9/7/2022,2022,14.1
Gold Coast,R18,1/8/2015,2015,12.11
Gold Coast,R18,15/7/2023,2023,11.11
Gold Coast,R18,17/7/2021,2021,11.13
Gold Coast,R18,17/7/2022,2022,8.7
Gold Coast,R18,20/7/2019,2019,11.9
Gold Coast,R18,20/9/2020,2020,8.9
Gold Coast,R18,21/7/2018,2018,12.16
Gold Coast,R18,22/7/2017,2017,8.8
Gold Coast,R18,23/7/2016,2016,16.9
Gold Coast,R18,26/7/2014,2014,8.8
Gold Coast,R18,27/7/2013,2013,11.11
Gold Coast,R18,28/7/2012,2012,8.6
Gold Coast,R19,2/8/2014,2014,17.15
Gold Coast,R19,23/7/2022,2022,14.9
Gold Coast,R19,23/7/2023,2023,9.9
Gold Coast,R19,24/7/2021,2021,10.11
Gold Coast,R19,28/7/2018,2018,5.14
Gold Coast,R19,28/7/2019,2019,15.6
Gold Coast,R19,29/7/2017,2017,10.5
Gold Coast,R19,3/8/2013,2013,17.11
Gold Coast,R19,31/7/2016,2016,9.1
Gold Coast,R19,5/8/2012,2012,9.12
Gold Coast,R19,8/8/2015,2015,17.12
Gold Coast,R2,1/4/2017,2017,8.1
Gold Coast,R2,11/4/2015,2015,10.16
Gold Coast,R2,13/6/2020,2020,14.6
Gold Coast,R2,2/4/2016,2016,19.12
Gold Coast,R2,26/3/2022,2022,10.9
Gold Coast,R2,26/3/2023,2023,11.14
Gold Coast,R2,27/3/2021,2021,14.14
Gold Coast,R2,29/3/2014,2014,5.9
Gold Coast,R2,31/3/2018,2018,15.11
Gold Coast,R2,31/3/2019,2019,7.19
Gold Coast,R2,6/4/2013,2013,11.7
Gold Coast,R2,8/4/2012,2012,7.5
Gold Coast,R20,1/8/2021,2021,4.6
Gold Coast,R20,10/8/2013,2013,13.12
Gold Coast,R20,11/8/2012,2012,16.13
Gold Coast,R20,16/8/2015,2015,8.7
Gold Coast,R20,29/7/2023,2023,15.6
Gold Coast,R20,31/7/2022,2022,16.11
Gold Coast,R20,4/8/2019,2019,8.3
Gold Coast,R20,5/8/2017,2017,10.7
Gold Coast,R20,5/8/2018,2018,7.5
Gold Coast,R20,6/8/2016,2016,13.6
Gold Coast,R20,9/8/2014,2014,8.1
Gold Coast,R21,10/8/2019,2019,8.5
Gold Coast,R21,11/8/2018,2018,7.9
Gold Coast,R21,12/8/2017,2017,12.12
Gold Coast,R21,14/8/2016,2016,9.15
Gold Coast,R21,16/8/2014,2014,7.5
Gold Coast,R21,17/8/2013,2013,14.12
Gold Coast,R21,19/8/2012,2012,10.5
Gold Coast,R21,22/8/2015,2015,14.13
Gold Coast,R21,5/8/2023,2023,9.7
Gold Coast,R21,6/8/2022,2022,8.15
Gold Coast,R21,7/8/2021,2021,11.1
Gold Coast,R22,12/8/2023,2023,13.12
Gold Coast,R22,13/8/2022,2022,9.5
Gold Coast,R22,15/8/2021,2021,4.6
Gold Coast,R22,18/8/2018,2018,11.8
Gold Coast,R22,18/8/2019,2019,7.6
Gold Coast,R22,19/8/2017,2017,9.3
Gold Coast,R22,20/8/2016,2016,6.11
Gold Coast,R22,23/8/2014,2014,13.11
Gold Coast,R22,25/8/2012,2012,15.8
Gold Coast,R22,25/8/2013,2013,10.1
Gold Coast,R22,29/8/2015,2015,7.9
Gold Coast,R23,1/9/2012,2012,9.8
Gold Coast,R23,1/9/2013,2013,22.14
Gold Coast,R23,19/8/2023,2023,13.9
Gold Coast,R23,20/8/2022,2022,16.18
Gold Coast,R23,21/8/2021,2021,6.13
Gold Coast,R23,24/8/2019,2019,7.13
Gold Coast,R23,25/8/2018,2018,5.1
Gold Coast,R23,26/8/2017,2017,3.2
Gold Coast,R23,27/8/2016,2016,9.12
Gold Coast,R23,31/8/2014,2014,15.9
Gold Coast,R23,5/9/2015,2015,9.1
Gold Coast,R24,26/8/2023,2023,14.13
Gold Coast,R3,13/4/2013,2013,13.14
Gold Coast,R3,14/4/2012,2012,13.1
Gold Coast,R3,19/4/2015,2015,13.18
Gold Coast,R3,2/4/2021,2021,12.13
Gold Coast,R3,2/4/2022,2022,8.9
Gold Coast,R3,2/4/2023,2023,10.13
Gold Coast,R3,21/6/2020,2020,12.1
Gold Coast,R3,5/4/2014,2014,17.12
Gold Coast,R3,7/4/2018,2018,10.8
Gold Coast,R3,7/4/2019,2019,10.13
Gold Coast,R3,9/4/2016,2016,13.17
Gold Coast,R3,9/4/2017,2017,21.13
Gold Coast,R4,10/4/2021,2021,8.11
Gold Coast,R4,10/4/2022,2022,13.14
Gold Coast,R4,12/4/2014,2014,7.7
Gold Coast,R4,14/4/2018,2018,9.5
Gold Coast,R4,14/4/2019,2019,8.11
Gold Coast,R4,15/4/2017,2017,17.6
Gold Coast,R4,16/4/2016,2016,14.1
Gold Coast,R4,20/4/2013,2013,9.12
Gold Coast,R4,21/4/2012,2012,6.1
Gold Coast,R4,25/4/2015,2015,7.11
Gold Coast,R4,27/6/2020,2020,10.4
Gold Coast,R4,8/4/2023,2023,8.12
Gold Coast,R5,14/4/2023,2023,13.12
Gold Coast,R5,16/4/2022,2022,9.7
Gold Coast,R5,17/4/2021,2021,8.8
Gold Coast,R5,2/5/2015,2015,18.1
Gold Coast,R5,20/4/2014,2014,11.2
Gold Coast,R5,21/4/2019,2019,6.1
Gold Coast,R5,22/4/2017,2017,13.8
Gold Coast,R5,22/4/2018,2018,11.1
Gold Coast,R5,23/4/2016,2016,11.15
Gold Coast,R5,27/4/2013,2013,21.22
Gold Coast,R5,28/4/2012,2012,13.15
Gold Coast,R5,4/7/2020,2020,8.4
Gold Coast,R6,11/7/2020,2020,9.9
Gold Coast,R6,23/4/2023,2023,14.13
Gold Coast,R6,24/4/2021,2021,15.1
Gold Coast,R6,24/4/2022,2022,11.14
Gold Coast,R6,26/4/2014,2014,20.14
Gold Coast,R6,27/4/2019,2019,9.8
Gold Coast,R6,28/4/2018,2018,9.8
Gold Coast,R6,29/4/2017,2017,14.1
Gold Coast,R6,30/4/2016,2016,7.6
Gold Coast,R6,4/5/2013,2013,7.12
Gold Coast,R6,5/5/2012,2012,14.3
Gold Coast,R6,9/5/2015,2015,11.12
Gold Coast,R7,1/5/2021,2021,12.7
Gold Coast,R7,1/5/2022,2022,14.6
Gold Coast,R7,12/5/2012,2012,9.13
Gold Coast,R7,12/5/2013,2013,16.18
Gold Coast,R7,16/5/2015,2015,6.7
Gold Coast,R7,18/7/2020,2020,13.14
Gold Coast,R7,30/4/2023,2023,11.6
Gold Coast,R7,4/5/2014,2014,18.12
Gold Coast,R7,4/5/2019,2019,8.9
Gold Coast,R7,5/5/2018,2018,10.12
Gold Coast,R7,6/5/2017,2017,18.16
Gold Coast,R7,7/5/2016,2016,14.3
Gold Coast,R8,11/5/2019,2019,9.6
Gold Coast,R8,12/5/2018,2018,11.11
Gold Coast,R8,14/5/2016,2016,9.4
Gold Coast,R8,14/5/2017,2017,4.14
Gold Coast,R8,18/5/2013,2013,13.15
Gold Coast,R8,19/5/2012,2012,4.1
Gold Coast,R8,23/5/2015,2015,9.9
Gold Coast,R8,23/7/2020,2020,6.1
Gold Coast,R8,6/5/2023,2023,13.7
Gold Coast,R8,7/5/2022,2022,10.15
Gold Coast,R8,8/5/2021,2021,7.12
Gold Coast,R9,12/5/2023,2023,16.17
Gold Coast,R9,15/5/2021,2021,7.9
Gold Coast,R9,15/5/2022,2022,10.9
Gold Coast,R9,18/5/2014,2014,19.11
Gold Coast,R9,19/5/2018,2018,6.6
Gold Coast,R9,19/5/2019,2019,7.9
Gold Coast,R9,2/8/2020,2020,4.11
Gold Coast,R9,21/5/2016,2016,11.8
Gold Coast,R9,26/5/2012,2012,10.1
Gold Coast,R9,26/5/2013,2013,14.8
Gold Coast,R9,30/5/2015,2015,6.4
Greater Western Sydney,EF,28/8/2021,2021,11.8
Greater Western Sydney,EF,7/9/2019,2019,16.17
Greater Western Sydney,EF,8/9/2018,2018,10.19
Greater Western Sydney,EF,9/9/2023,2023,15.11
Greater Western Sydney,GF,28/9/2019,2019,3.7
Greater Western Sydney,PF,21/9/2019,2019,8.8
Greater Western Sydney,PF,22/9/2023,2023,8.9
Greater Western Sydney,PF,23/9/2017,2017,9.13
Greater Western Sydney,PF,24/9/2016,2016,12.11
Greater Western Sydney,QF,10/9/2016,2016,12.19
Greater Western Sydney,QF,7/9/2017,2017,6.12
Greater Western Sydney,R1,15/3/2014,2014,15.9
Greater Western Sydney,R1,19/3/2022,2022,13.14
Greater Western Sydney,R1,19/3/2023,2023,15.16
Greater Western Sydney,R1,21/3/2020,2020,17.3
Greater Western Sydney,R1,21/3/2021,2021,11.12
Greater Western Sydney,R1,24/3/2012,2012,5.7
Greater Western Sydney,R1,24/3/2019,2019,16.16
Greater Western Sydney,R1,25/3/2018,2018,20.13
Greater Western Sydney,R1,26/3/2016,2016,10.18
Greater Western Sydney,R1,26/3/2017,2017,14.7
Greater Western Sydney,R1,30/3/2013,2013,11.1
Greater Western Sydney,R1,5/4/2015,2015,12.15
Greater Western Sydney,R10,1/6/2013,2013,8.6
Greater Western Sydney,R10,2/6/2012,2012,9.7
Greater Western Sydney,R10,21/5/2023,2023,12.8
Greater Western Sydney,R10,22/5/2022,2022,21.12
Greater Western Sydney,R10,23/5/2021,2021,13.15
Greater Western Sydney,R10,24/5/2014,2014,5.11
Greater Western Sydney,R10,26/5/2018,2018,8.12
Greater Western Sydney,R10,26/5/2019,2019,14.1
Greater Western Sydney,R10,28/5/2016,2016,13.7
Greater Western Sydney,R10,28/5/2017,2017,14.14
Greater Western Sydney,R10,7/6/2015,2015,14.13
Greater Western Sydney,R10,7/8/2020,2020,8.11
Greater Western Sydney,R11,1/6/2014,2014,13.9
Greater Western Sydney,R11,1/6/2019,2019,19.12
Greater Western Sydney,R11,14/6/2015,2015,11.11
Greater Western Sydney,R11,27/5/2023,2023,12.9
Greater Western Sydney,R11,28/5/2022,2022,15.6
Greater Western Sydney,R11,29/5/2021,2021,10.5
Greater Western Sydney,R11,3/6/2017,2017,18.9
Greater Western Sydney,R11,3/6/2018,2018,14.13
Greater Western Sydney,R11,4/6/2016,2016,14.4
Greater Western Sydney,R11,8/6/2013,2013,15.8
Greater Western Sydney,R12,11/6/2017,2017,9.16
Greater Western Sydney,R12,12/6/2016,2016,15.15
Greater Western Sydney,R12,13/8/2020,2020,3.7
Greater Western Sydney,R12,16/6/2012,2012,12.2
Greater Western Sydney,R12,16/6/2013,2013,6.14
Greater Western Sydney,R12,20/6/2015,2015,8.13
Greater Western Sydney,R12,4/6/2023,2023,15.14
Greater Western Sydney,R12,7/6/2014,2014,9.12
Greater Western Sydney,R12,8/6/2019,2019,9.7
Greater Western Sydney,R12,9/6/2018,2018,20.14
Greater Western Sydney,R13,11/6/2023,2023,15.13
Greater Western Sydney,R13,12/6/2022,2022,15.12
Greater Western Sydney,R13,13/6/2021,2021,14.1
Greater Western Sydney,R13,14/6/2014,2014,19.11
Greater Western Sydney,R13,16/6/2019,2019,14.7
Greater Western Sydney,R13,19/6/2016,2016,17.15
Greater Western Sydney,R13,23/8/2020,2020,7.7
Greater Western Sydney,R13,24/6/2012,2012,9.3
Greater Western Sydney,R14,17/6/2023,2023,16.1
Greater Western Sydney,R14,18/6/2022,2022,16.9
Greater Western Sydney,R14,19/6/2021,2021,16.6
Greater Western Sydney,R14,22/6/2014,2014,15.1
Greater Western Sydney,R14,23/6/2018,2018,16.13
Greater Western Sydney,R14,24/6/2017,2017,22.14
Greater Western Sydney,R14,25/6/2016,2016,18.19
Greater Western Sydney,R14,29/8/2020,2020,14.7
Greater Western Sydney,R14,30/6/2012,2012,5.8
Greater Western Sydney,R14,30/6/2013,2013,6.8
Greater Western Sydney,R14,4/7/2015,2015,10.9
Greater Western Sydney,R15,1/7/2017,2017,10.8
Greater Western Sydney,R15,12/7/2015,2015,12.12
Greater Western Sydney,R15,26/6/2022,2022,12.5
Greater Western Sydney,R15,27/6/2019,2019,10.11
Greater Western Sydney,R15,27/6/2021,2021,11.6
Greater Western Sydney,R15,28/6/2014,2014,8.12
Greater Western Sydney,R15,3/9/2020,2020,6.12
Greater Western Sydney,R15,30/6/2018,2018,13.17
Greater Western Sydney,R15,6/7/2013,2013,12.11
Greater Western Sydney,R15,8/7/2012,2012,4.7
Greater Western Sydney,R16,14/7/2013,2013,5.12
Greater Western Sydney,R16,15/7/2012,2012,8.11
Greater Western Sydney,R16,18/7/2015,2015,13.16
Greater Western Sydney,R16,2/7/2023,2023,7.5
Greater Western Sydney,R16,3/7/2021,2021,9.1
Greater Western Sydney,R16,3/7/2022,2022,11.6
Greater Western Sydney,R16,5/7/2014,2014,9.18
Greater Western Sydney,R16,7/7/2019,2019,11.8
Greater Western Sydney,R16,8/7/2017,2017,15.7
Greater Western Sydney,R16,8/7/2018,2018,10.15
Greater Western Sydney,R16,8/9/2020,2020,7.5
Greater Western Sydney,R16,9/7/2016,2016,14.9
Greater Western Sydney,R17,11/7/2021,2021,9.1
Greater Western Sydney,R17,12/9/2020,2020,11.8
Greater Western Sydney,R17,13/7/2014,2014,9.6
Greater Western Sydney,R17,14/7/2018,2018,11.13
Greater Western Sydney,R17,14/7/2019,2019,9.13
Greater Western Sydney,R17,15/7/2017,2017,12.11
Greater Western Sydney,R17,17/7/2016,2016,22.14
Greater Western Sydney,R17,20/7/2013,2013,11.11
Greater Western Sydney,R17,22/7/2012,2012,5.7
Greater Western Sydney,R17,25/7/2015,2015,6.6
Greater Western Sydney,R17,8/7/2023,2023,12.13
Greater Western Sydney,R17,9/7/2022,2022,3.11
Greater Western Sydney,R18,15/7/2023,2023,10.11
Greater Western Sydney,R18,16/7/2022,2022,9.5
Greater Western Sydney,R18,18/7/2021,2021,11.6
Greater Western Sydney,R18,18/9/2020,2020,3.12
Greater Western Sydney,R18,19/7/2014,2014,12.15
Greater Western Sydney,R18,2/8/2015,2015,9.9
Greater Western Sydney,R18,20/7/2019,2019,19.8
Greater Western Sydney,R18,22/7/2018,2018,11.14
Greater Western Sydney,R18,23/7/2017,2017,6.9
Greater Western Sydney,R18,24/7/2016,2016,11.13
Greater Western Sydney,R18,27/7/2013,2013,10.6
Greater Western Sydney,R18,28/7/2012,2012,7.12
Greater Western Sydney,R19,2/8/2014,2014,8.14
Greater Western Sydney,R19,23/7/2023,2023,15.13
Greater Western Sydney,R19,24/7/2022,2022,8.6
Greater Western Sydney,R19,25/7/2021,2021,9.12
Greater Western Sydney,R19,27/7/2019,2019,8.8
Greater Western Sydney,R19,28/7/2018,2018,13.8
Greater Western Sydney,R19,29/7/2017,2017,13.2
Greater Western Sydney,R19,3/8/2013,2013,19.1
Greater Western Sydney,R19,30/7/2016,2016,17.9
Greater Western Sydney,R19,4/8/2012,2012,16.11
Greater Western Sydney,R19,9/8/2015,2015,14.9
Greater Western Sydney,R2,1/4/2017,2017,24.16
Greater Western Sydney,R2,11/4/2015,2015,15.11
Greater Western Sydney,R2,14/6/2020,2020,8.12
Greater Western Sydney,R2,26/3/2023,2023,11.15
Greater Western Sydney,R2,27/3/2022,2022,10.13
Greater Western Sydney,R2,28/3/2021,2021,7.14
Greater Western Sydney,R2,29/3/2014,2014,13.1
Greater Western Sydney,R2,3/4/2016,2016,13.11
Greater Western Sydney,R2,30/3/2019,2019,7.1
Greater Western Sydney,R2,31/3/2018,2018,15.5
Greater Western Sydney,R2,6/4/2013,2013,11.12
Greater Western Sydney,R2,8/4/2012,2012,8.6
Greater Western Sydney,R20,1/8/2021,2021,11.7
Greater Western Sydney,R20,11/8/2012,2012,12.7
Greater Western Sydney,R20,11/8/2013,2013,6.8
Greater Western Sydney,R20,15/8/2015,2015,13.12
Greater Western Sydney,R20,29/7/2023,2023,11.12
Greater Western Sydney,R20,3/8/2019,2019,12.11
Greater Western Sydney,R20,30/7/2022,2022,5.9
Greater Western Sydney,R20,5/8/2017,2017,14.13
Greater Western Sydney,R20,5/8/2018,2018,23.13
Greater Western Sydney,R20,6/8/2016,2016,14.8
Greater Western Sydney,R20,9/8/2014,2014,7.9
Greater Western Sydney,R21,11/8/2017,2017,16.9
Greater Western Sydney,R21,11/8/2018,2018,15.16
Greater Western Sydney,R21,13/8/2016,2016,14.12
Greater Western Sydney,R21,17/8/2013,2013,9.9
Greater Western Sydney,R21,17/8/2014,2014,15.8
Greater Western Sydney,R21,18/8/2012,2012,9.5
Greater Western Sydney,R21,22/8/2015,2015,6.8
Greater Western Sydney,R21,5/8/2023,2023,12.13
Greater Western Sydney,R21,6/8/2021,2021,13.6
Greater Western Sydney,R21,6/8/2022,2022,14.12
Greater Western Sydney,R21,9/8/2019,2019,4.5
Greater Western Sydney,R22,13/8/2021,2021,16.1
Greater Western Sydney,R22,13/8/2022,2022,8.9
Greater Western Sydney,R22,13/8/2023,2023,13.7
Greater Western Sydney,R22,18/8/2018,2018,8.12
Greater Western Sydney,R22,18/8/2019,2019,9.11
Greater Western Sydney,R22,19/8/2017,2017,12.9
Greater Western Sydney,R22,20/8/2016,2016,19.15
Greater Western Sydney,R22,23/8/2014,2014,9.13
Greater Western Sydney,R22,25/8/2012,2012,5.5
Greater Western Sydney,R22,25/8/2013,2013,6.6
Greater Western Sydney,R22,29/8/2015,2015,20.12
Greater Western Sydney,R23,1/9/2012,2012,11.11
Greater Western Sydney,R23,1/9/2013,2013,9.9
Greater Western Sydney,R23,19/8/2023,2023,25.12
Greater Western Sydney,R23,20/8/2022,2022,10.9
Greater Western Sydney,R23,21/8/2021,2021,12.17
Greater Western Sydney,R23,24/8/2019,2019,20.7
Greater Western Sydney,R23,26/8/2017,2017,8.11
Greater Western Sydney,R23,26/8/2018,2018,8.9
Greater Western Sydney,R23,27/8/2016,2016,14.16
Greater Western Sydney,R23,31/8/2014,2014,18.7
Greater Western Sydney,R23,6/9/2015,2015,11.11
Greater Western Sydney,R24,27/8/2023,2023,16.9
Greater Western Sydney,R3,1/4/2023,2023,9.1
Greater Western Sydney,R3,13/4/2013,2013,10.8
Greater Western Sydney,R3,15/4/2012,2012,10.9
Greater Western Sydney,R3,18/4/2015,2015,12.18
Greater Western Sydney,R3,19/6/2020,2020,4.9
Greater Western Sydney,R3,2/4/2022,2022,12.11
Greater Western Sydney,R3,4/4/2021,2021,11.2
Greater Western Sydney,R3,6/4/2014,2014,10.19
Greater Western Sydney,R3,6/4/2019,2019,19.11
Greater Western Sydney,R3,7/4/2018,2018,12.15
Greater Western Sydney,R3,8/4/2017,2017,15.19
Greater Western Sydney,R3,9/4/2016,2016,10.8
Greater Western Sydney,R4,10/4/2021,2021,14.6
Greater Western Sydney,R4,12/4/2014,2014,12.11
Greater Western Sydney,R4,13/4/2019,2019,11.13
Greater Western Sydney,R4,14/4/2018,2018,11.16
Greater Western Sydney,R4,15/4/2017,2017,16.16
Greater Western Sydney,R4,17/4/2016,2016,22.19
Greater Western Sydney,R4,21/4/2012,2012,7.8
Greater Western Sydney,R4,21/4/2013,2013,15.13
Greater Western Sydney,R4,25/4/2015,2015,16.23
Greater Western Sydney,R4,26/6/2020,2020,10.6
Greater Western Sydney,R4,9/4/2022,2022,8.6
Greater Western Sydney,R4,9/4/2023,2023,11.9
Greater Western Sydney,R5,16/4/2022,2022,7.11
Greater Western Sydney,R5,16/4/2023,2023,10.17
Greater Western Sydney,R5,17/4/2021,2021,9.17
